LINE,CNV_MYC_1,CNV_MYC_2,CNV_MYC_3,CNV_MYC_4,CNV_MYC_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5,MIR17_1,MIR17_2,MIR17_3,MIR17_4,MIR17_5,MIR19A_1,MIR19A_2,MIR19A_3,MIR19A_4,MIR19A_5,MIR20A_1,MIR20A_2,MIR20A_3,MIR20A_4,MIR20A_5
808-1,1,2,3,4,5,70.5054,140.964,211.375,281.739,352.056,1464.56,2916.72,4367.91,5818.12,7267.38,78.4687,156.273,234.025,311.725,389.373,633.78,1262.19,1890.18,2517.76,3144.91
809-1,1,2,3,4,5,11.7043,23.4066,35.1068,46.8051,58.5013,833.421,1601.69,2369.82,3137.82,3905.69,33.0135,63.4461,93.8733,124.295,154.712,196.733,378.086,559.408,740.698,921.957
810-1,1,2,3,4,5,17.0604,34.1201,51.1793,68.2379,85.2958,388.361,756.186,1124,1491.8,1859.59,18.2311,35.4981,52.7646,70.0304,87.2957,198.452,386.411,574.363,762.309,950.248
811-1,1,2,3,4,5,16.8644,33.7248,50.5813,67.4338,84.2824,206.818,389.272,571.683,754.051,936.377,6.08287,11.4491,16.8142,22.1779,27.5404,110.795,208.538,306.258,403.955,501.629
812-1,1,2,3,4,5,22.284,44.306,66.075,87.5996,108.888,590.879,1130.33,1663.58,2190.84,2712.32,32.7122,62.5771,92.099,121.289,150.159,158.411,303.033,445.995,587.351,727.155
813-1,1,2,3,4,5,15.8303,31.1043,45.8766,60.1938,74.0955,513.891,969.694,1410.53,1837.78,2252.63,61.9513,116.9,170.044,221.551,271.562,146.246,275.96,401.416,523.005,641.066
814-1,1,2,3,4,5,13.64,27.2796,40.9187,54.5574,68.1956,429.971,823.975,1217.97,1611.94,2005.91,18.186,34.8509,51.5151,68.1788,84.842,182.726,350.167,517.602,685.032,852.457
815-1,1,2,3,4,5,6.26034,10.9423,14.8507,18.2759,21.3623,187.769,297.686,389.443,469.856,542.316,10.9462,17.354,22.703,27.3908,31.6149,30.3126,48.0573,62.8701,75.8517,87.5493
816-1,1,2,3,4,5,14.2081,28.4155,42.6222,56.8283,71.0337,264.878,511.597,758.305,1005,1251.69,4.12355,7.96441,11.8051,15.6456,19.4859,68.7664,132.819,196.868,260.914,324.957
817-1,1,2,3,4,5,1.44023,2.63803,3.68572,4.62866,5.49311,1.99365,2.68471,3.28916,3.83317,4.33191,1.68872,2.27408,2.78608,3.24688,3.66933,1.81608,2.44559,2.99621,3.49177,3.94608
818-1,1,2,3,4,5,3.84658,5.9748,7.63342,9.04064,10.2848,350.596,529.98,669.782,788.395,893.262,12.8423,19.4132,24.5341,28.8789,32.7202,120.29,181.837,229.803,270.499,306.479
819-1,1,2,3,4,5,32.8314,65.6608,98.4883,131.314,164.137,1025.04,1979.23,2933.36,3887.44,4841.45,31.9342,61.661,91.386,121.109,150.831,273.541,528.173,782.79,1037.39,1291.98
820-1,1,2,3,4,5,23.0365,46.0719,69.1062,92.1395,115.172,647.55,1250.7,1853.82,2456.91,3059.97,17.3501,33.5104,49.67,65.8288,81.9869,181.896,351.319,520.734,690.141,859.541
821-1,1,2,3,4,5,19.0912,38.1816,57.2711,76.3599,95.4479,300.055,589.418,878.768,1168.11,1457.43,21.9219,43.0626,64.2024,85.3413,106.479,114.268,224.463,334.654,444.84,555.022
822-1,1,2,3,4,5,20.3844,40.7649,61.1413,81.5137,101.882,343.031,646.965,950.839,1254.65,1558.41,11.409,21.5177,31.6243,41.729,51.8317,108.005,203.7,299.376,395.033,490.672
823-1,1,2,3,4,5,27.7789,55.0946,81.9696,108.424,134.478,606.173,1191.2,1766.79,2333.39,2891.39,49.0446,96.3786,142.949,188.791,233.938,410.236,806.163,1195.7,1579.15,1956.79
824-1,1,2,3,4,5,13.6342,27.2674,40.8996,54.5308,68.161,202.425,388.736,575.033,761.316,947.586,12.065,23.1697,34.2735,45.3764,56.4786,77.7527,149.316,220.874,292.426,363.974
825-1,1,2,3,4,5,13.2986,26.5957,39.8913,53.1853,66.4777,526.831,1035.55,1544.22,2052.82,2561.36,26.9183,52.9114,78.9014,104.888,130.872,199.964,393.054,586.122,779.168,972.19
826-1,1,2,3,4,5,27.6201,55.1163,82.4902,109.743,136.877,352.205,682.012,1010.35,1337.25,1662.71,22.9076,44.3586,65.7141,86.9755,108.144,167.989,325.296,481.903,637.82,793.056
827-1,1,2,3,4,5,35.3989,70.3493,104.868,138.97,172.671,517.093,1014.89,1506.53,1992.25,2472.24,23.9874,47.0796,69.8864,92.4182,114.685,167.639,329.021,488.409,645.876,801.487
828-1,1,2,3,4,5,29.5838,59.1014,88.5534,117.94,147.262,347.369,669.63,991.175,1312.01,1632.13,15.1194,29.146,43.1414,57.1058,71.0394,180.677,348.295,515.539,682.413,848.919
829-1,1,2,3,4,5,9.67807,19.3498,29.0151,38.6741,48.3267,220.036,391.831,563.512,735.081,906.537,5.13628,9.14647,13.154,17.1589,21.1612,68.4673,121.924,175.345,228.731,282.082
830-1,1,2,3,4,5,77.1681,154.325,231.469,308.603,385.724,492.199,972.942,1453.61,1934.21,2414.74,77.2776,152.756,228.224,303.68,379.125,191.411,378.367,565.295,752.194,939.065
831-1,1,2,3,4,5,5.04896,10.0978,15.1465,20.1951,25.2436,144.385,273.3,402.212,531.121,660.027,13.444,25.4476,37.4509,49.4539,61.4566,99.3149,187.989,276.661,365.331,453.998
832-1,1,2,3,4,5,60.3334,119.959,178.9,237.181,294.822,204.411,373.471,540.591,705.838,869.272,1.3426,2.45301,3.55068,4.63604,5.7095,71.4937,130.623,189.074,246.87,304.032
833-1,1,2,3,4,5,112.53,225.044,337.542,450.025,562.492,628.601,1218.45,1808.22,2397.91,2987.51,7.15899,13.8767,20.5934,27.3092,34.0241,205.565,398.457,591.323,784.163,976.975
834-1,1,2,3,4,5,15.3199,30.505,45.5588,60.4848,75.286,442.534,848.552,1251.06,1650.15,2045.9,18.0258,34.5642,50.9597,67.2158,83.3361,130.012,249.295,367.547,484.794,601.062
835-1,1,2,3,4,5,13.3024,26.599,39.8898,53.1748,66.454,496.755,974.259,1451.55,1928.64,2405.52,41.1553,80.7157,120.259,159.784,199.293,365.387,716.613,1067.69,1418.61,1769.37
836-1,1,2,3,4,5,6.80638,12.072,16.5259,20.457,24.0151,628.261,1085.99,1473.15,1814.87,2124.17,49.4888,85.5445,116.042,142.96,167.323,239.898,414.678,562.515,692.999,811.1
837-1,1,2,3,4,5,21.4387,39.935,56.4451,71.4978,85.422,851.503,1571.3,2213.79,2799.58,3341.44,23.6364,43.6168,61.4515,77.7119,92.7533,549.594,1014.18,1428.87,1806.96,2156.7
838-1,1,2,3,4,5,14.3351,28.6657,42.9917,57.3133,71.6303,411.81,798.368,1184.8,1571.12,1957.31,12.1188,23.4944,34.8665,46.2349,57.5998,118.583,229.894,341.17,452.411,563.617
839-1,1,2,3,4,5,41.1177,81.9358,122.461,162.699,202.656,107.989,208.694,308.675,407.948,506.529,5.55081,10.7272,15.8664,20.9692,26.0364,49.9572,96.5445,142.797,188.722,234.327
840-1,1,2,3,4,5,9.48779,13.7992,17.1119,19.9063,22.3689,389.107,554.749,682.025,789.382,883.994,30.5516,43.5574,53.5507,61.9802,69.4088,138.755,197.823,243.209,281.493,315.231
841-1,1,2,3,4,5,31.4245,62.8141,94.1689,125.489,156.775,966.775,1849.97,2732.19,3613.44,4493.71,20.2842,38.8149,57.3251,75.8148,94.2841,258.52,494.691,730.601,966.25,1201.64
842-1,1,2,3,4,5,83.1159,166.23,249.341,332.451,415.558,434.424,810.955,1187.48,1563.99,1940.49,14.5536,27.1678,39.7817,52.3952,65.0084,141.898,264.886,387.871,510.852,633.831
843-1,1,2,3,4,5,37.8542,74.5784,110.268,145.006,178.865,204.916,396.419,582.528,763.674,940.235,7.51682,14.5416,21.3685,28.0134,34.4901,83.1752,160.906,236.448,309.975,381.641
844-1,1,2,3,4,5,114.688,229.371,344.049,458.721,573.388,559.554,1108.73,1657.89,2207.01,2756.11,9.8391,19.4958,29.152,38.8078,48.4631,331.847,657.541,983.22,1308.88,1634.53
845-1,1,2,3,4,5,18.836,37.6673,56.4936,75.3152,94.132,1521.65,3013.86,4505.68,5997.12,7488.18,128.602,254.714,380.794,506.842,632.858,439.322,870.14,1300.85,1731.45,2161.93
846-1,1,2,3,4,5,53.3929,106.783,160.169,213.552,266.932,514.383,1014.76,1515.1,2015.41,2515.7,30.267,59.7098,89.1508,118.59,148.027,304.403,600.517,896.612,1192.69,1488.75
847-1,1,2,3,4,5,48.7574,96.2261,142.503,187.674,231.815,430.562,817.745,1195.21,1563.65,1923.69,46.1687,87.6859,128.161,167.669,206.275,139.543,265.028,387.363,506.773,623.46
848-1,1,2,3,4,5,7.86986,14.4572,20.2386,25.4527,30.2397,204.208,321.956,425.296,518.498,604.065,2.53001,3.98883,5.26914,6.42385,7.48397,66.5032,104.849,138.503,168.856,196.722
849-1,1,2,3,4,5,29.73,59.2736,88.6342,117.815,146.82,305.803,530.837,754.477,976.749,1197.68,11.1427,19.3423,27.4912,35.5902,43.6402,96.5701,167.634,238.257,308.449,378.217
850-1,1,2,3,4,5,13.9733,27.483,40.5723,53.2782,65.6325,943.298,1623.26,2282.06,2921.57,3543.38,21.2533,36.5734,51.4169,65.8255,79.8354,476.733,820.379,1153.33,1476.53,1790.79
851-1,1,2,3,4,5,29.4965,58.9892,88.4779,117.963,147.444,593.141,1149.56,1705.9,2262.17,2818.37,12.456,24.1408,35.824,47.5057,59.1859,155.996,302.334,448.653,594.952,741.231
852-1,1,2,3,4,5,9.70762,18.9764,27.861,36.4056,44.6464,300.979,565.52,819.097,1062.97,1298.17,12.0207,22.5861,32.7136,42.4534,51.847,119.282,224.124,324.62,421.27,514.484
853-1,1,2,3,4,5,44.6442,89.2813,133.911,178.534,223.15,1207.87,2340.56,3473.06,4605.38,5737.52,42.9987,83.3207,123.636,163.945,204.248,592.49,1148.1,1703.61,2259.04,2814.38
854-1,1,2,3,4,5,23.7946,47.3542,70.6857,93.7954,116.69,770.818,1513.06,2248.11,2976.19,3697.47,33.7779,66.3036,98.5143,130.419,162.026,423.931,832.147,1236.41,1636.83,2033.52
855-1,1,2,3,4,5,31.6989,63.2461,94.6438,125.894,156.999,1064.67,2046.82,3024.31,3997.21,4965.58,30.6174,58.8615,86.9718,114.95,142.798,357.362,687.025,1015.12,1341.68,1666.72
856-1,1,2,3,4,5,19.9498,39.8191,59.6089,79.32,98.9536,677.933,1325.72,1970.91,2613.54,3253.64,34.7842,68.0215,101.126,134.099,166.942,320.321,626.398,931.249,1234.89,1537.33
857-1,1,2,3,4,5,25.606,51.0805,76.4254,101.643,126.734,361.156,695.386,1027.92,1358.77,1687.98,19.1844,36.9384,54.6021,72.1769,89.6641,102.837,198.007,292.693,386.902,480.642
858-1,1,2,3,4,5,14.2882,27.607,40.1305,51.9861,63.2706,301.427,565.746,814.282,1049.56,1273.51,19.1479,35.9387,51.7268,66.673,80.899,166.773,313.015,450.525,580.701,704.605
859-1,1,2,3,4,5,52.613,105.225,157.835,210.443,263.051,18.68,36.3125,53.9446,71.5761,89.2072,14.4626,28.1142,41.7654,55.4162,69.0667,21.1497,41.1134,61.0766,81.0392,101.001
860-1,1,2,3,4,5,26.9693,53.9361,80.9004,107.862,134.821,507.794,996.415,1484.99,1973.52,2462,48.6831,95.5279,142.368,189.205,236.036,185.138,363.286,541.418,719.532,897.63
861-1,1,2,3,4,5,8.82887,17.6169,26.3648,35.0729,43.7419,462.986,890.074,1315.21,1738.41,2159.71,36.204,69.6008,102.845,135.938,168.882,293.89,564.994,834.855,1103.49,1370.92
862-1,1,2,3,4,5,39.1321,78.17,117.114,155.966,194.726,1041.95,2048.52,3052.68,4054.45,5053.85,27.5628,54.1898,80.753,107.253,133.69,264.759,520.529,775.687,1030.24,1284.18
863-1,1,2,3,4,5,14.8288,29.6536,44.4747,59.2918,74.1051,987.576,1960.34,2932.86,3905.12,4877.13,127.14,252.374,377.575,502.744,627.88,734.485,1457.96,2181.24,2904.33,3627.24
864-1,1,2,3,4,5,9.27539,17.4075,24.7372,31.4634,37.7146,282.128,493.94,684.851,860.047,1022.87,6.12432,10.7223,14.8665,18.6696,22.204,110.238,193.001,267.597,336.052,399.672
865-1,1,2,3,4,5,45.7053,90.7577,135.184,179.011,222.261,373.515,727.181,1075.94,1419.98,1759.49,16.5854,32.2894,47.7754,63.0521,78.1278,103.831,202.145,299.094,394.732,489.112
866-1,1,2,3,4,5,5.92746,11.8535,17.7782,23.7015,29.6235,346.457,657.903,969.275,1280.58,1591.8,49.762,94.4952,139.218,183.93,228.632,106.097,201.471,296.824,392.154,487.462
867-1,1,2,3,4,5,7.03656,13.8172,20.3679,26.7106,32.864,209.659,349.215,484.041,614.585,741.233,6.40177,10.663,14.7798,18.7659,22.633,60.8169,101.299,140.409,178.276,215.014
868-1,1,2,3,4,5,8.20923,16.4184,24.6276,32.8367,41.0457,136.65,218.695,300.74,382.785,464.829,1.48248,2.37257,3.26265,4.15274,5.04281,40.9862,65.5946,90.2028,114.811,139.419
869-1,1,2,3,4,5,8.85965,16.661,23.7115,30.1936,36.226,446.651,826.957,1170.66,1486.66,1780.73,21.1127,39.0895,55.3362,70.2731,84.1736,143.098,264.94,375.057,476.296,570.51
870-1,1,2,3,4,5,73.2928,146.445,219.458,292.331,365.067,409.233,804.977,1199.97,1594.2,1987.69,23.6359,46.4927,69.3059,92.0757,114.802,157.876,310.547,462.927,615.017,766.819
871-1,1,2,3,4,5,7.56607,15.1257,22.6789,30.2257,37.7662,416.721,802.492,1187.93,1573.05,1957.84,21.7519,41.8883,62.0075,82.1097,102.195,192.333,370.381,548.278,726.025,903.621
872-1,1,2,3,4,5,6.63004,12.8819,18.8139,24.4704,29.8867,332.688,618.135,888.972,1147.24,1394.53,5.53559,10.2851,14.7916,19.0888,23.2035,101.855,189.246,272.165,351.234,426.945
873-1,1,2,3,4,5,67.2193,134.435,201.649,268.859,336.066,722.61,1430.08,2137.53,2844.94,3552.31,22.9435,45.4065,67.8684,90.3293,112.789,396.722,785.134,1173.53,1561.91,1950.26
874-1,1,2,3,4,5,108.167,215.762,322.795,429.274,535.208,338.34,670.098,1000.12,1328.44,1655.08,25.5886,50.6795,75.6392,100.47,125.173,168.885,334.485,499.219,663.101,826.144
875-1,1,2,3,4,5,8.85575,17.7106,26.5647,35.4179,44.2702,507.123,965.396,1423.62,1881.81,2339.95,28.2249,53.7309,79.2344,104.735,130.234,125.392,238.705,352.008,465.299,578.579
876-1,1,2,3,4,5,13.97,26.4048,37.7212,48.1756,57.9393,310.338,554.766,777.208,982.707,1174.63,9.87551,17.6537,24.7322,31.2715,37.3788,166.032,296.803,415.811,525.753,628.433
877-1,1,2,3,4,5,6.79601,13.592,20.388,27.1839,33.9799,131.08,236.578,342.075,447.571,553.068,1.84148,3.32356,4.80564,6.28771,7.76978,29.7985,53.7812,77.7638,101.746,125.729
878-1,1,2,3,4,5,21.0481,41.6339,61.7865,81.5322,100.895,388.501,735.209,1074.62,1407.18,1733.28,22.4405,42.467,62.072,81.2812,100.117,182.797,345.929,505.629,662.103,815.541
879-1,1,2,3,4,5,39.6046,79.2089,118.813,158.416,198.02,234.226,429.133,624.037,818.94,1013.84,4.84091,8.86917,12.8974,16.9256,20.9537,87.1365,159.645,232.153,304.661,377.168
880-1,1,2,3,4,5,13.6859,27.3712,41.056,54.7403,68.424,701.93,1363.86,2025.76,2687.64,3349.49,12.2969,23.893,35.4887,47.0839,58.6787,406.339,789.522,1172.69,1555.84,1938.98
881-1,1,2,3,4,5,37.2765,61.2134,80.3364,96.7381,111.328,582.713,850.172,1063.84,1247.11,1410.13,18.1087,26.4205,33.0606,38.7559,43.8222,197.257,287.795,360.126,422.164,477.351
882-1,1,2,3,4,5,30.554,61.0991,91.6353,122.163,152.681,137.934,261.785,385.6,509.379,633.122,4.35999,8.27483,12.1885,16.1011,20.0125,55.8873,106.069,156.235,206.387,256.525
883-1,1,2,3,4,5,55.0975,110.19,165.279,220.362,275.441,521.275,1029.96,1538.6,2047.2,2555.76,37.9346,74.953,111.968,148.98,185.989,156.97,310.149,463.315,616.468,769.609
884-1,1,2,3,4,5,9.11052,18.2208,27.3308,36.4405,45.55,513.718,974.01,1434.29,1894.55,2354.8,15.859,30.0687,44.2779,58.4868,72.6952,203.334,385.521,567.703,749.88,932.051
885-1,1,2,3,4,5,28.3652,56.7287,85.0907,113.451,141.81,30.8807,60.384,89.8856,119.386,148.884,28.4455,55.6222,82.7974,109.971,137.143,32.2798,63.1198,93.9581,124.795,155.629
886-1,1,2,3,4,5,34.9542,69.8729,104.756,139.604,174.416,1467.33,2879.39,4290.02,5699.22,7106.99,82.76,162.403,241.966,321.447,400.848,409.043,802.68,1195.92,1588.76,1981.2
887-1,1,2,3,4,5,15.8083,29.9009,42.7387,54.607,65.6971,351.094,627.106,878.541,1110.99,1328.19,15.4774,27.645,38.7291,48.9762,58.5513,185.186,330.77,463.39,585.995,700.56
888-1,1,2,3,4,5,90.5118,181.017,271.515,362.007,452.493,731.628,1436.53,2141.38,2846.18,3550.93,15.043,29.5365,44.029,58.5204,73.0107,173.747,341.146,508.534,675.909,843.272
889-1,1,2,3,4,5,48.6146,85.3816,116.203,143.274,167.701,215.198,368.652,497.291,610.278,712.231,9.41221,16.1239,21.7503,26.6921,31.1512,45.7775,78.4208,105.785,129.82,151.508
890-1,1,2,3,4,5,53.7493,105.963,156.766,206.266,254.559,316.489,609.355,894.308,1171.95,1442.83,9.00507,17.338,25.4458,33.3457,41.0529,159.308,306.725,450.159,589.915,726.263
891-1,1,2,3,4,5,9.97681,19.6727,29.1101,38.3087,47.2857,824.407,1573.8,2303.22,3014.17,3708,15.2376,29.0887,42.5706,55.7113,68.5354,262.454,501.026,733.239,959.576,1180.46
892-1,1,2,3,4,5,72.6005,145.194,217.782,290.362,362.936,677.633,1339.24,2000.78,2662.26,3323.69,29.2724,57.8524,86.4298,115.005,143.577,393.802,778.289,1162.74,1547.16,1931.54
893-1,1,2,3,4,5,15.984,31.9673,47.9497,63.9314,79.9124,712.823,1379.51,2046.17,2712.79,3379.38,25.6523,49.6442,73.6351,97.6248,121.613,219.988,425.737,631.477,837.206,1042.93
894-1,1,2,3,4,5,26.9604,53.8522,80.6761,107.432,134.122,314.532,607.113,898.953,1190.06,1480.43,21.7127,41.9101,62.0563,82.1519,102.197,180.035,347.504,514.55,681.176,847.384
895-1,1,2,3,4,5,28.9183,57.7004,86.3483,114.864,143.249,1531.19,2984.64,4431.31,5871.3,7304.69,64.1042,124.954,185.52,245.806,305.816,375.115,731.186,1085.6,1438.37,1789.52
896-1,1,2,3,4,5,14.5874,29.1739,43.7594,58.344,72.9275,221.612,430.63,639.634,848.624,1057.6,12.6519,24.5848,36.5169,48.4482,60.3787,88.9715,172.887,256.797,340.701,424.599
897-1,1,2,3,4,5,15.1171,30.2238,45.3202,60.4062,75.482,326.475,626.811,926.941,1226.87,1526.59,23.0016,44.1616,65.3071,86.4382,107.555,100.91,193.741,286.509,379.213,471.854
898-1,1,2,3,4,5,13.1637,22.8968,30.9883,38.0642,44.4318,126.983,212.839,284.214,346.632,402.801,7.32597,12.2792,16.397,19.9981,23.2386,29.3039,49.1169,65.5882,79.9922,92.9543
899-1,1,2,3,4,5,40.312,80.6233,120.934,161.244,201.553,392.047,764.796,1137.54,1510.27,1883,10.0319,19.57,29.1079,38.6457,48.1832,192.479,375.483,558.484,741.481,924.475
900-1,1,2,3,4,5,37.1418,74.2814,111.419,148.554,185.687,637.328,1207.47,1777.58,2347.65,2917.69,30.4474,57.6851,84.9212,112.156,139.388,399.944,757.727,1115.49,1473.23,1830.94
901-1,1,2,3,4,5,34.6576,69.3141,103.969,138.624,173.276,498.353,957.103,1415.84,1874.56,2333.26,18.2666,35.0816,51.896,68.7098,85.5231,139.478,267.873,396.263,524.648,653.029
902-1,1,2,3,4,5,18.4488,36.5763,54.3987,71.9311,89.187,227.707,438.07,644.893,848.349,1048.6,17.9716,34.5743,50.8976,66.9552,82.7596,65.9619,126.899,186.811,245.748,303.755
903-1,1,2,3,4,5,27.1524,53.3407,78.6609,103.194,127.009,234.397,439.543,637.889,830.069,1016.62,5.00651,9.38826,13.6247,17.7295,21.7142,57.5748,107.965,156.684,203.89,249.713
904-1,1,2,3,4,5,10.1247,14.9856,18.729,21.8895,24.6761,321.327,469.457,583.534,679.846,764.765,34.611,50.5665,62.8541,73.2281,82.375,137.59,201.018,249.865,291.105,327.467
905-1,1,2,3,4,5,54.5867,105.296,152.852,197.78,240.471,939.686,1798.72,2604.34,3365.43,4088.64,63.6953,121.924,176.532,228.121,277.143,362.038,693.001,1003.39,1296.62,1575.25
906-1,1,2,3,4,5,12.2993,23.3017,33.3474,42.6495,51.3521,449.104,795.046,1110.9,1403.38,1677.01,5.1864,9.18145,12.8291,16.2067,19.3667,168.654,298.567,417.183,527.019,629.777
907-1,1,2,3,4,5,45.1002,90.1514,135.154,180.108,225.013,351.964,682.6,1012.88,1342.8,1672.36,14.8034,28.7098,42.6011,56.4774,70.3387,249.871,484.6,719.075,953.297,1187.27
908-1,1,2,3,4,5,29.5427,58.8168,87.8295,116.588,145.098,243.299,473.51,701.665,927.82,1152.02,17.4645,33.9896,50.3671,66.601,82.6949,69.0551,134.396,199.153,263.342,326.978
909-1,1,2,3,4,5,77.0953,154.075,230.94,307.691,384.328,626.444,1241.05,1854.73,2467.5,3079.37,19.757,39.1405,58.4951,77.8209,97.1181,395.883,784.282,1172.1,1559.35,1946.01
910-1,1,2,3,4,5,13.0749,26.0946,39.0596,51.9706,64.8284,139.095,242.427,345.325,447.796,549.843,1.7607,3.0687,4.37121,5.66831,6.96005,46.1695,80.4681,114.623,148.635,182.508
911-1,1,2,3,4,5,71.9948,143.913,215.756,287.522,359.213,1118.04,2207.25,3295.3,4382.21,5467.97,49.3402,97.4078,145.425,193.391,241.306,260.436,514.155,767.605,1020.79,1273.7
912-1,1,2,3,4,5,31.4328,62.3398,92.7465,122.676,152.151,760.211,1468.04,2164.41,2849.86,3524.89,32.4016,62.5705,92.2511,121.466,150.237,310.267,599.155,883.367,1163.12,1438.62
913-1,1,2,3,4,5,25.4533,50.1809,74.2416,97.6866,120.561,1274.11,2454.68,3603.41,4722.74,5814.82,43.5955,83.9902,123.295,161.595,198.962,717.92,1383.13,2030.4,2661.1,3276.45
914-1,1,2,3,4,5,40.4936,80.9297,121.309,161.63,201.895,562.448,926.681,1290.4,1653.6,2016.29,6.59895,10.8723,15.1397,19.401,23.6563,102.064,168.159,234.16,300.069,365.884
915-1,1,2,3,4,5,40.5308,76.9509,110.304,141.255,170.258,743.071,1395.68,1993.33,2547.93,3067.64,21.9716,41.2683,58.9399,75.3388,90.7057,335.982,631.061,901.29,1152.06,1387.04
916-1,1,2,3,4,5,17.5321,35.053,52.5628,70.0613,87.5487,346.016,612.126,878.066,1143.84,1409.44,5.96167,10.5466,15.1286,19.7077,24.2838,82.2709,145.543,208.774,271.966,335.117
917-1,1,2,3,4,5,8.14782,16.2941,24.4387,32.5818,40.7234,149.887,280.768,411.624,542.454,673.26,3.48574,6.52948,9.57263,12.6152,15.6572,51.1242,95.7655,140.398,185.022,229.638
918-1,1,2,3,4,5,71.971,143.939,215.905,287.868,359.829,289.076,572.818,856.55,1140.27,1423.98,18.7654,37.1847,55.6032,74.0211,92.4382,178.718,354.139,529.553,704.96,880.362
919-1,1,2,3,4,5,34.7794,68.5325,101.345,133.292,164.438,123.852,232.295,337.716,440.355,540.421,4.48932,8.42011,12.2414,15.9618,19.5889,59.6817,111.938,162.739,212.198,260.418
920-1,1,2,3,4,5,36.5738,73.121,109.642,146.136,182.603,390.126,762.469,1134.54,1506.34,1877.88,29.1157,56.9043,84.6726,112.421,140.149,182.739,357.149,531.432,705.589,879.619
921-1,1,2,3,4,5,25.9167,51.8166,77.6996,103.566,129.415,382.361,750.984,1119.37,1487.51,1855.41,14.6041,28.6835,42.7537,56.8147,70.8667,117.828,231.422,344.943,458.39,571.763
922-1,1,2,3,4,5,16.8264,30.4295,42.1615,52.6315,62.1758,511.223,888.117,1213.17,1503.25,1767.69,20.0895,34.9003,47.6738,59.0732,69.4649,178.691,310.43,424.047,525.442,617.874
923-1,1,2,3,4,5,16.0167,31.8671,47.5562,63.0889,78.4697,593.659,1139.43,1679.64,2214.47,2744.07,22.1125,42.441,62.5628,82.4839,102.21,142.465,273.437,403.076,531.423,658.515
924-1,1,2,3,4,5,29.8125,59.3644,88.6625,117.713,146.523,533.096,1050.3,1563.06,2071.5,2575.71,48.8766,96.2963,143.309,189.924,236.153,218.809,431.095,641.558,850.244,1057.2
925-1,1,2,3,4,5,8.72692,17.3084,25.7514,34.0625,42.2476,643.844,1110.15,1568.93,2020.54,2465.31,60.6517,104.579,147.797,190.34,232.238,167.959,289.603,409.285,527.096,643.123
926-1,1,2,3,4,5,17.5612,35.1214,52.6806,70.2386,87.7956,513.111,997.961,1482.78,1967.57,2452.34,31.8635,61.972,92.0787,122.184,152.287,142.836,277.804,412.765,547.717,682.662
927-1,1,2,3,4,5,15.4938,30.9874,46.4808,61.974,77.4671,128.012,240.488,352.963,465.437,577.909,5.36365,10.0764,14.789,19.5016,24.2142,46.4849,87.3284,128.171,169.014,209.856
928-1,1,2,3,4,5,5.54018,10.4003,14.7824,18.8048,22.5437,384.32,663.214,914.678,1145.5,1360.05,36.793,63.493,87.567,109.665,130.205,127.772,220.494,304.096,380.835,452.167
929-1,1,2,3,4,5,9.12352,13.8648,17.5361,20.6425,23.3849,315.502,468.677,587.286,687.646,776.245,24.2937,36.0882,45.2211,52.9489,59.771,103.801,154.195,193.218,226.236,255.385
930-1,1,2,3,4,5,19.6359,39.2711,58.9055,78.5391,98.172,397.764,783.952,1170.12,1556.28,1942.43,15.1082,29.7766,44.4445,59.1119,73.7787,243.001,478.931,714.851,950.762,1186.66
931-1,1,2,3,4,5,23.9425,47.8796,71.8114,95.7379,119.659,216.245,423.772,631.253,838.687,1046.08,22.302,43.7049,65.1031,86.4964,107.885,85.2559,167.075,248.876,330.658,412.423
932-1,1,2,3,4,5,27.829,53.9762,78.7139,102.248,124.739,138.553,262.768,380.287,492.089,598.936,12.7767,24.2313,35.0684,45.3784,55.2312,68.1979,129.339,187.183,242.214,294.806
933-1,1,2,3,4,5,6.97225,13.9437,20.9142,27.884,34.8529,113.138,200.864,288.579,376.284,463.978,4.88047,8.66471,12.4485,16.2318,20.0147,34.1632,60.6528,87.1392,113.622,140.102
934-1,1,2,3,4,5,10.6866,21.1924,31.5264,41.6967,51.7109,418.441,793.806,1163.03,1526.41,1884.21,29.3267,55.6344,81.5118,106.979,132.056,236.044,447.789,656.071,861.054,1062.89
935-1,1,2,3,4,5,27.7936,55.4818,83.0657,110.546,137.925,352.961,687.618,1021.01,1353.16,1684.08,28.0965,54.7359,81.275,107.715,134.057,162.725,317.011,470.717,623.847,776.41
936-1,1,2,3,4,5,27.0961,54.1424,81.1392,108.087,134.985,330.098,617.385,904.147,1190.39,1476.1,4.00273,7.48635,10.9636,14.4345,17.8991,225.259,421.305,616.992,812.322,1007.3
937-1,1,2,3,4,5,24.4999,48.9994,73.4984,97.9969,122.495,554.787,1060.25,1565.7,2071.15,2576.58,10.6442,20.3421,30.0398,39.7372,49.4346,254.494,486.362,718.226,950.085,1181.94
938-1,1,2,3,4,5,45.2993,89.8877,133.798,177.059,219.7,229.508,434.248,635.873,834.52,1030.32,3.94615,7.46644,10.9332,14.3487,17.7153,78.4494,148.433,217.351,285.252,352.179
939-1,1,2,3,4,5,15.2276,30.4549,45.682,60.9089,76.1355,250.115,487.795,725.471,963.143,1200.81,8.44009,16.4605,24.4809,32.501,40.5211,64.6387,126.063,187.487,248.91,310.332
